Date,Open,High,Low,Close,Adj Close,Volume
2024-01-02,890.2000122070312,895.583984375,872.5999755859375,876.2000122070312,848.5936889648438,2236617
2024-01-03,873.4000244140625,881.0,864.7999877929688,868.4000244140625,841.0394897460938,1957720
2024-01-04,866.2000122070312,873.7999877929688,857.7999877929688,864.2000122070312,836.9718017578125,2146636
2024-01-05,858.2000122070312,870.2000122070312,851.5999755859375,867.5999755859375,840.2645874023438,2115968
2024-01-08,862.2000122070312,878.5999755859375,857.4000244140625,878.5999755859375,850.9180297851562,1176036
2024-01-09,879.4000244140625,882.39697265625,867.4000244140625,869.4000244140625,842.0079345703125,1128176
2024-01-10,872.5999755859375,880.4000244140625,870.0,871.4000244140625,843.9449462890625,1811787
2024-01-11,877.0,886.0,867.0,870.4000244140625,842.9763793945312,3155549
2024-01-12,872.4000244140625,886.5999755859375,869.0,872.0,844.5260009765625,2164832
2024-01-15,873.2000122070312,879.0,862.4000244140625,867.0,839.6835327148438,1667771
2024-01-16,861.4000244140625,867.0,852.4000244140625,854.2000122070312,827.2868041992188,2317903
2024-01-17,841.0,842.1099853515625,817.0,825.2000122070312,799.2005004882812,2773641
2024-01-18,823.5999755859375,830.7349853515625,818.4000244140625,823.0,797.0698852539062,2448741
2024-01-19,829.0,840.7999877929688,824.5999755859375,828.5999755859375,802.4933471679688,1822399
2024-01-22,860.4000244140625,862.2000122070312,838.5999755859375,849.2000122070312,822.4443359375,2211874
2024-01-23,852.0,853.5999755859375,838.4000244140625,838.4000244140625,811.9846801757812,1224939
2024-01-24,847.4000244140625,859.2000122070312,842.2000122070312,849.7999877929688,823.0254516601562,2226190
2024-01-25,843.7999877929688,856.4000244140625,839.2000122070312,851.2000122070312,824.38134765625,4107822
2024-01-26,851.2000122070312,866.2000122070312,845.0,865.2000122070312,837.9402465820312,1804319
2024-01-29,862.5999755859375,876.7999877929688,852.2000122070312,876.7999877929688,849.1747436523438,1330223
2024-01-30,886.2000122070312,888.2990112304688,875.5999755859375,876.5999755859375,848.9810180664062,1183313
2024-01-31,881.4000244140625,888.7999877929688,875.719970703125,881.7999877929688,854.0172119140625,2485011
2024-02-01,877.2000122070312,882.0,863.7999877929688,866.5999755859375,839.296142578125,2143394
2024-02-02,874.7999877929688,883.2000122070312,860.7999877929688,862.0,834.841064453125,1846359
2024-02-05,861.2000122070312,871.2000122070312,854.7999877929688,856.4000244140625,829.4175415039062,1868481
2024-02-06,859.0,863.5999755859375,844.2000122070312,860.4000244140625,833.29150390625,1456560
2024-02-07,859.5999755859375,864.0,844.4929809570312,845.0,818.3766479492188,5611981
2024-02-08,843.2000122070312,852.0,838.2000122070312,846.5999755859375,819.92626953125,3029353
2024-02-09,845.7999877929688,850.4000244140625,833.4000244140625,835.0,808.6917724609375,3483050
2024-02-12,840.2000122070312,848.2000122070312,834.7999877929688,837.4000244140625,811.0161743164062,2575869
