Date,Open,High,Low,Close,Adj Close,Volume
2014-01-02,3405.0,3411.0,3326.0,3370.0,1847.5811767578125,3125916
2014-01-03,3370.0,3383.409912109375,3338.037109375,3370.0,1847.5811767578125,2165296
2014-01-06,3355.0,3360.0,3261.0,3266.0,1790.5638427734375,3700922
2014-01-07,3246.5,3268.5,3204.5,3215.0,1762.603515625,3843011
2014-01-08,3205.0,3222.0,3186.5,3190.0,1748.8974609375,4383351
2014-01-09,3193.5,3200.0,3104.0,3115.0,1707.7791748046875,4939618
2014-01-10,3115.0,3190.0,3072.0,3140.0,1721.4852294921875,5925903
2014-01-13,3161.0,3195.375,3140.0,3177.0,1741.7696533203125,3059123
2014-01-14,3159.5,3176.219970703125,3134.5,3168.0,1736.8363037109375,2917808
2014-01-15,3196.0,3255.5,3180.0,3254.0,1783.98486328125,4775262
2014-01-16,3275.0,3396.5,3265.0,3334.5,1828.1185302734375,8731490
2014-01-17,3343.5,3441.344970703125,3314.27001953125,3383.0,1854.7083740234375,7277190
2014-01-20,3344.0,3398.0,3329.5,3336.0,1828.9415283203125,4420293
2014-01-21,3321.0,3328.0,3222.25,3231.5,1771.6497802734375,6001963
2014-01-22,3241.5,3320.0,3234.0,3246.0,1779.5987548828125,5120787
2014-01-23,3215.0,3279.0,3203.0,3217.0,1763.699951171875,3934250
2014-01-24,3210.0,3230.0,3136.5,3143.0,1723.1298828125,5372375
2014-01-27,3130.0,3185.5,3112.5,3140.0,1721.4852294921875,5109887
2014-01-28,3169.5,3234.5,3169.5,3213.0,1761.5069580078125,4684109
2014-01-29,3266.5,3296.0,3179.0,3247.5,1780.4215087890625,5082412
2014-01-30,3228.5,3264.5,3201.5,3240.5,1776.5838623046875,3134626
2014-01-31,3223.5,3255.0,3192.0,3243.5,1778.228759765625,3744234
2014-02-03,3255.0,3297.0,3207.5,3219.0,1764.7962646484375,4939194
2014-02-04,3197.5,3250.5,3179.81005859375,3240.0,1776.3095703125,4680056
2014-02-05,3239.5,3286.5,3203.5,3273.5,1794.6759033203125,3876640
2014-02-06,3294.5,3345.0,3263.0,3338.5,1830.3118896484375,4032798
2014-02-07,3350.0,3419.5,3346.0,3407.0,1867.866455078125,5031505
2014-02-10,3423.5,3435.68896484375,3375.5,3382.0,1854.1600341796875,3705026
2014-02-11,3398.5,3460.0,3360.0,3460.0,1896.923095703125,4817860
2014-02-12,3485.0,3528.5,3461.5,3510.0,1924.33544921875,7945715
2014-02-13,3562.5,3583.0,3394.5,3497.5,1917.482421875,12012588
2014-02-14,3468.0,3529.5,3466.5,3516.0,1927.6248779296875,5640384
2014-02-17,3531.5,3571.5,3502.5,3559.0,1951.199951171875,4028558
2014-02-18,3580.0,3680.56005859375,3516.0,3570.5,1957.50439453125,6044348
2014-02-19,3575.0,3629.0,3548.5,3627.5,1988.754150390625,4957105
2014-02-20,3535.0,3593.5,3533.93701171875,3593.5,1970.1138916015625,5284973
2014-02-21,3603.0,3642.0,3558.5,3601.0,1974.2254638671875,5753356
2014-02-24,3565.0,3576.0,3523.0,3536.5,1938.864501953125,5641168
2014-02-25,3468.0,3486.949951171875,3394.5,3439.0,1885.4102783203125,10156716
2014-02-26,3422.5,3450.0,3397.0,3407.5,1868.1405029296875,4529912
2014-02-27,3400.0,3466.5,3367.0,3459.0,1896.3753662109375,4186775
2014-02-28,3453.0,3516.5810546875,3399.0,3432.5,1881.846435546875,4534078
2014-03-03,3349.0,3369.5,3316.5,3350.5,1836.890869140625,4693069
2014-03-04,3399.0,3405.0,3338.0,3381.5,1853.886474609375,3720086
2014-03-05,3315.5,3330.5,3263.5,3269.0,1827.7861328125,9468218
2014-03-06,3293.5,3356.800048828125,3270.5,3310.5,1850.98974609375,3594941
2014-03-07,3290.0,3309.4599609375,3174.5,3200.0,1789.20654296875,6407601
2014-03-10,3132.0,3202.5,3104.0,3139.5,1755.3790283203125,8310576
2014-03-11,3177.0,3203.0,3130.5,3155.0,1764.0460205078125,5331949
2014-03-12,3132.0,3194.7900390625,3108.5,3173.5,1774.3896484375,6283137
2014-03-13,3220.0,3241.5,3160.0,3162.0,1767.9598388671875,5264249
2014-03-14,3107.0,3158.0,3102.302001953125,3140.5,1755.9383544921875,4839052
2014-03-17,3148.5,3213.0,3143.0,3179.5,1777.744384765625,3784437
2014-03-18,3183.5,3219.0,3151.0,3190.0,1783.6148681640625,2837144
2014-03-19,3178.0,3200.0,3132.5,3144.5,1758.1748046875,3752898
2014-03-20,3132.5,3164.5,3105.0,3157.0,1765.1636962890625,4587979
2014-03-21,3174.5,3223.5,3169.0,3207.0,1793.1202392578125,6696415
2014-03-24,3236.5,3249.201904296875,3179.0,3189.0,1783.055908203125,4151822
2014-03-25,3248.5,3300.0,3230.5,3283.0,1835.61376953125,4654700
2014-03-26,3308.5,3347.5,3298.0,3304.0,1847.355712890625,6118644
2014-03-27,3297.0,3300.0,3238.5,3275.0,1831.1407470703125,3870112
2014-03-28,3300.0,3349.5,3249.0,3279.5,1833.6571044921875,3546500
2014-03-31,3309.5,3362.5,3304.5,3337.5,1866.086181640625,5135894
2014-04-01,3363.5,3400.0,3337.5,3375.0,1887.053955078125,3700803
2014-04-02,3375.0,3392.5,3359.5,3377.0,1888.171875,4774840
2014-04-03,3355.0,3380.0,3297.5,3316.0,1854.0650634765625,4218235
2014-04-04,3333.5,3409.31689453125,3330.0,3380.5,1890.12890625,3751013
2014-04-07,3362.0,3397.0,3321.0,3343.5,1869.4410400390625,2981900
2014-04-08,3380.0,3435.0,3343.0,3426.5,1915.848876953125,5293572
